angry,disgust,fear,happy,neutral,sad,suprise
C:\Users\saikr\Desktop\data\train\angry\Training_29702802.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30000577.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_16695027.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_23813998.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25328893.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_37848300.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_29711189.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30010531.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_16700191.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_23847381.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25396785.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_37856496.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_29828444.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30067408.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_16728289.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_23863204.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25469385.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_37880376.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_29828989.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30082928.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_16762707.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_23893514.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25470520.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_37936091.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_29857623.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30084528.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_16763782.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_23910102.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25502831.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_37950463.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_29902276.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30116224.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_16768661.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_23948661.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25533531.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_37967820.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_29936255.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30123885.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_16821066.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24011077.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25571295.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_37971470.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_29956706.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30183973.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_16833012.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24022585.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25579174.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_37998922.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30031628.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30222359.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_16861419.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24027041.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25618399.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_38026546.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30032614.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30332515.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_16866158.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24066606.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25621261.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_38094033.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30116181.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30332552.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_16870865.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24072848.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25629845.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_38268356.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30148518.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30342992.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_16874312.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24076016.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25652107.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_38300126.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30168361.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30411733.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_16886659.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24084455.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25660075.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_38332922.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30179685.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30419445.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_16891791.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24087530.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25695570.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_38349249.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30181836.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30446110.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_16906749.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24090366.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25706051.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_38350171.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30208058.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30468726.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_16906853.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24094391.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25721710.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_38463972.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30239602.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30471858.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_16914534.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24114446.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25755162.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_38491793.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30250086.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30520520.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_16930728.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24127540.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25784413.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_38504835.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30292119.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30532479.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_16942488.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24152229.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25791692.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_38553588.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30302107.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30534875.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_16950953.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24160184.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25792386.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_38563383.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30337890.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30545700.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_16967099.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24187541.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25801599.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_38588437.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30348764.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30563015.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_16974929.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24193682.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25811502.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_38623456.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30410150.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30574616.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_16980868.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24212024.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25863876.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_38629933.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30417051.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30584470.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_16989517.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24217919.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25900681.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_38684227.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30443996.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30595906.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17059681.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24230125.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25910578.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_38697129.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30471447.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30636432.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17080169.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24232928.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25949094.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_38744859.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30490920.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30663557.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17086214.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24248862.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25954591.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_38749895.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30514198.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30668833.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17111168.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24271828.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25974030.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_38768082.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30549878.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30728200.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17113228.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24276462.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_25991893.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_38791655.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30567053.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30795984.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17133680.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24297724.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26010996.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_38802577.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30572070.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30814221.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17139550.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24301044.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26142209.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_38943737.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30579242.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30822291.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17205701.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24305305.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26157168.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39050169.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30714652.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30845774.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17209349.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24312449.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26173180.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39055823.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30728091.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30855770.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17222055.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24349875.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26185524.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39154431.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30731743.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30944314.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17226630.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24375489.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26198680.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39191303.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30745782.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30944761.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17244705.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24493241.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26200977.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39211513.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30818053.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30962418.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17250464.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24496842.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26226901.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39214334.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30943681.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_30986342.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17252463.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24505581.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26262544.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39228942.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30945457.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31003862.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17268365.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24509029.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26274637.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39238392.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_30980110.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31032689.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17295144.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24532003.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26301253.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39278480.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31007141.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31039042.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17310388.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24574380.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26312556.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39280728.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31029069.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31044535.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17316968.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24592089.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26319602.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39317714.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31094469.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31094188.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17328524.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24594626.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26325609.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39433582.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31133239.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31107495.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17333612.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24604725.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26335314.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39439878.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31179982.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31126514.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17338076.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24605598.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26353694.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39441691.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31202349.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31150839.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17354575.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24606378.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26370932.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39488337.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31224947.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31180605.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17356930.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24653780.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26384577.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39536730.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31255847.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31193316.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17370071.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24761847.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26404725.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39551863.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31270134.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31224563.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17389267.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24763001.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26409254.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39572034.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31338266.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31283474.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17411600.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24778976.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26484498.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39599333.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31344013.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31312492.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17420344.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24782134.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26545142.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39605012.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31353604.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31414933.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17425729.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24816639.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26545698.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39663636.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31364104.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31435398.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17453258.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24822572.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26557140.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39671250.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31410334.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31435940.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17464533.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24825621.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26562781.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39750918.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31440420.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31447057.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17469425.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24846773.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26568010.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39825422.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31442578.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31486508.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17480490.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24858173.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26577391.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39862056.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31452286.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31501611.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17489568.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24947722.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26608884.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39877500.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31544979.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31528800.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17532890.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24960105.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26644185.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39913247.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31569221.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31560725.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17552967.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24979850.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26678516.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39930861.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31625396.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31567209.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17556659.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_24990769.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26701676.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39944091.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31644012.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31579984.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17571873.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_25011789.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26707152.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39959405.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31673420.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31595730.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17577739.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_25025102.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26752779.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_39959891.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31675493.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31603340.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17584267.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_25026673.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26790586.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_40002746.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31683603.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31622424.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17623480.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_25061556.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26797580.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_40031028.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31690201.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31638482.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17640430.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_25140059.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26809713.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_40117986.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31704608.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31650099.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17665495.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_25147891.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26844588.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_40235671.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31705730.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31650438.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17670994.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_25152762.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26852804.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_40243547.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31734020.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31677107.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17675277.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_25218305.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26894881.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_40245229.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_31752247.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_31690716.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_17690151.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_25225987.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_26895406.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_40246769.jpg
